record_id,Hierarchy,Status,Name,Slug,Parent,Count,Description,Taxonomy,"Full hierarchy","Old Platform ID",View,Icon,"Listings Full Count","Custom Landing Page (optional)","Icon Option","Icon 2",Color,"Text Color","Seopress Redirections Type",Image,"Seopress Redirections Logged Status","Listing Type(s)"
17425,0,active,"01. Accommodation",accommodation,0,0,,job_listing_category,"01. Accommodation",,https://visita.co.za/category/accommodation/,,,,icon,,,,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
17426,0,active,"02. Food & Beverage",food-beverage,0,0,,job_listing_category,"02. Food & Beverage",,https://visita.co.za/category/food-beverage/,,"{""businesses-services"":2127,""community-spaces"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17259,1,active,"Butcher shop",butcher-shop-food-beverage,"02. Food & Beverage",0,,job_listing_category,"02. Food & Beverage > Butcher shop",,https://visita.co.za/category/butcher-shop-food-beverage/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
13036,1,active,"Cafés & Bakeries",cafes-bakeries,"02. Food & Beverage",2,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries",,https://visita.co.za/category/cafes-bakeries/,,"{""businesses-services"":2118,""community-spaces"":1}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
332,2,active,Cafe,cafe,"Cafés & Bakeries",723,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Cafe",,https://visita.co.za/category/cafe/,,"{""businesses-services"":723}",,icon,"mi local_cafe",#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2023/05/itav89tnkks.jpg?wpId=53103,,"Businesses & Services, All Businesses & Spaces"
2950,2,active,Cafeteria,cafeteria,"Cafés & Bakeries",10,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Cafeteria",,https://visita.co.za/category/cafeteria/,,"{""businesses-services"":10}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
325,2,active,"Cake Shop",cake-shop,"Cafés & Bakeries",173,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Cake Shop",,https://visita.co.za/category/cake-shop/,,"{""businesses-services"":173}",,icon,"mi cake",#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2023/05/nrtwpgpvdaw.jpg?wpId=53017,,"Businesses & Services, All Businesses & Spaces"
330,2,active,"Coffee Shop",coffee-shop,"Cafés & Bakeries",1386,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Coffee Shop",,https://visita.co.za/category/coffee-shop/,,"{""businesses-services"":1385,""community-spaces"":1}",,icon,"fa fa-coffee",#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2023/05/ygb2igkldyg.jpg?wpId=45137,,"Businesses & Services, All Businesses & Spaces"
2451,2,active,"Cupcake Shop",cupcake-shop,"Cafés & Bakeries",34,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Cupcake Shop",,https://visita.co.za/category/cupcake-shop/,,"{""businesses-services"":34}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
2098,2,active,"Donut Shop",donut-shop,"Cafés & Bakeries",27,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Donut Shop",,https://visita.co.za/category/donut-shop/,,"{""businesses-services"":27}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
4896,2,active,"Espresso Bar",espresso-bar,"Cafés & Bakeries",20,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Espresso Bar",,https://visita.co.za/category/espresso-bar/,,"{""businesses-services"":20}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
2455,2,active,"Pastry Shop",pastry-shop,"Cafés & Bakeries",14,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Pastry Shop",,https://visita.co.za/category/pastry-shop/,,"{""businesses-services"":14}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
2491,2,active,"Pie Shop",pie-shop,"Cafés & Bakeries",26,,job_listing_category,"02. Food & Beverage > Cafés & Bakeries > Pie Shop",,https://visita.co.za/category/pie-shop/,,"{""businesses-services"":26}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
13079,1,active,"Catering & Food Services",catering-food-services,"02. Food & Beverage",0,,job_listing_category,"02. Food & Beverage > Catering & Food Services",,https://visita.co.za/category/catering-food-services/,,"{""businesses-services"":12}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
1943,2,active,"Wedding Buffet",wedding-buffet,"Catering & Food Services",12,,job_listing_category,"02. Food & Beverage > Catering & Food Services > Wedding Buffet",,https://visita.co.za/category/wedding-buffet/,,"{""businesses-services"":12}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
17427,0,active,"03. Retail & Shops",retail-shops,0,0,,job_listing_category,"03. Retail & Shops",,https://visita.co.za/category/retail-shops/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17428,0,active,"04. Health & Wellness",health-wellness,0,0,,job_listing_category,"04. Health & Wellness",,https://visita.co.za/category/health-wellness/,,"{""businesses-services"":168}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
13963,1,active,"Alternative & Holistic Medicine",alternative-holistic-medicine,"04. Health & Wellness",0,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine",,https://visita.co.za/category/alternative-holistic-medicine/,,"{""businesses-services"":168}",,icon,,#ffffff,#4c5270,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
6018,2,active,"Chinese Medicine Clinic",chinese-medicine-clinic,"Alternative & Holistic Medicine",16,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Chinese Medicine Clinic",,https://visita.co.za/category/chinese-medicine-clinic/,,"{""businesses-services"":16}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
4909,2,active,Homeopath,homeopath,"Alternative & Holistic Medicine",60,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Homeopath",,https://visita.co.za/category/homeopath/,,"{""businesses-services"":60}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Homeopath.jpg?wpId=181242,,"Businesses & Services, All Businesses & Spaces"
6438,2,active,"Hypnotherapy Service",hypnotherapy-service,"Alternative & Holistic Medicine",9,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Hypnotherapy Service",,https://visita.co.za/category/hypnotherapy-service/,,"{""businesses-services"":9}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
6078,2,active,Kinesiologist,kinesiologist,"Alternative & Holistic Medicine",7,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Kinesiologist",,https://visita.co.za/category/kinesiologist/,,"{""businesses-services"":7}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
6016,2,active,"Naturopathic Practitioner",naturopathic-practitioner,"Alternative & Holistic Medicine",22,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Naturopathic Practitioner",,https://visita.co.za/category/naturopathic-practitioner/,,"{""businesses-services"":22}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5947,2,active,Reflexologist,reflexologist,"Alternative & Holistic Medicine",30,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Reflexologist",,https://visita.co.za/category/reflexologist/,,"{""businesses-services"":30}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5102,2,active,"Reiki Therapist",reiki-therapist,"Alternative & Holistic Medicine",40,,job_listing_category,"04. Health & Wellness > Alternative & Holistic Medicine > Reiki Therapist",,https://visita.co.za/category/reiki-therapist/,,"{""businesses-services"":40}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Reiki-therapist.jpg?wpId=181374,,"Businesses & Services, All Businesses & Spaces"
17429,0,active,"05. Automotive & Transport",automotive-transport,0,0,,job_listing_category,"05. Automotive & Transport",,https://visita.co.za/category/automotive-transport/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17430,0,active,"06. Finance & Legal",finance-legal,0,0,,job_listing_category,"06. Finance & Legal",,https://visita.co.za/category/finance-legal/,,,,icon,,,,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
17431,0,active,"07. Home & Local Services",home-local-services,0,0,,job_listing_category,"07. Home & Local Services",,https://visita.co.za/category/home-local-services/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17432,0,active,"08. Education & Training",education-training,0,0,,job_listing_category,"08. Education & Training",,https://visita.co.za/category/education-training/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17433,0,active,"09. Arts, Media & Events",arts-media-events,0,0,,job_listing_category,"09. Arts, Media & Events",,https://visita.co.za/category/arts-media-events/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17434,0,active,"10. Professional Services",professional-services,0,0,,job_listing_category,"10. Professional Services",,https://visita.co.za/category/professional-services/,,"{""businesses-services"":754,""community-spaces"":4}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
16057,1,active,"Bunkering Services",bunkering-services,"10. Professional Services",0,,job_listing_category,"10. Professional Services > Bunkering Services",,https://visita.co.za/category/bunkering-services/,,"{""businesses-services"":1}",,icon,,,,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
16061,2,active,"Fuel Quality Testing",fuel-quality-testing,"Bunkering Services",0,,job_listing_category,"10. Professional Services > Bunkering Services > Fuel Quality Testing",,https://visita.co.za/category/fuel-quality-testing/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
16059,2,active,"Lubricant Supply",lubricant-supply,"Bunkering Services",1,,job_listing_category,"10. Professional Services > Bunkering Services > Lubricant Supply",,https://visita.co.za/category/lubricant-supply/,,"{""businesses-services"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
16058,2,active,"Marine Fuel Supply",marine-fuel-supply,"Bunkering Services",1,,job_listing_category,"10. Professional Services > Bunkering Services > Marine Fuel Supply",,https://visita.co.za/category/marine-fuel-supply/,,"{""businesses-services"":1}",,icon,,,,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
16060,2,active,"Offshore Refueling",offshore-refueling,"Bunkering Services",1,,job_listing_category,"10. Professional Services > Bunkering Services > Offshore Refueling",,https://visita.co.za/category/offshore-refueling/,,"{""businesses-services"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
13055,1,active,"Business Services",business-services,"10. Professional Services",0,,job_listing_category,"10. Professional Services > Business Services",,https://visita.co.za/category/business-services/,,"{""businesses-services"":753,""community-spaces"":4}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5733,2,active,"Business Administration Service",business-administration-service,"Business Services",17,,job_listing_category,"10. Professional Services > Business Services > Business Administration Service",,https://visita.co.za/category/business-administration-service/,,"{""businesses-services"":17}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
6501,2,active,"Business Banking Service",business-banking-service,"Business Services",49,,job_listing_category,"10. Professional Services > Business Services > Business Banking Service",,https://visita.co.za/category/business-banking-service/,,"{""businesses-services"":49}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Business-banking-service.jpg?wpId=181109,,"Businesses & Services, All Businesses & Spaces"
3222,2,active,"Business Centre",business-centre,"Business Services",33,,job_listing_category,"10. Professional Services > Business Services > Business Centre",,https://visita.co.za/category/business-centre/,,"{""businesses-services"":30,""community-spaces"":3}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Business-center.jpg?wpId=181110,,"Businesses & Services, All Businesses & Spaces"
5730,2,active,"Business Development Service",business-development-service,"Business Services",38,,job_listing_category,"10. Professional Services > Business Services > Business Development Service",,https://visita.co.za/category/business-development-service/,,"{""businesses-services"":37,""community-spaces"":1}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Business-development-service.jpg?wpId=181111,,"Businesses & Services, All Businesses & Spaces"
5058,2,active,"Business Management Consultant",business-management-consultant,"Business Services",106,,job_listing_category,"10. Professional Services > Business Services > Business Management Consultant",,https://visita.co.za/category/business-management-consultant/,,"{""businesses-services"":106}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Business-management-consultant.jpg?wpId=181112,,"Businesses & Services, All Businesses & Spaces"
450,2,active,"Business To Business Service",business-to-business-service,"Business Services",159,,job_listing_category,"10. Professional Services > Business Services > Business To Business Service",,https://visita.co.za/category/business-to-business-service/,,"{""businesses-services"":159}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Business-to-business-service.jpg?wpId=181114,,"Businesses & Services, All Businesses & Spaces"
13057,2,active,"Consulting & Advisory",consulting-advisory,"Business Services",0,,job_listing_category,"10. Professional Services > Business Services > Consulting & Advisory",,https://visita.co.za/category/consulting-advisory/,,"{""businesses-services"":226}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
752,3,active,Consultant,consultant,"Consulting & Advisory",123,,job_listing_category,"10. Professional Services > Business Services > Consulting & Advisory > Consultant",,https://visita.co.za/category/consultant/,,"{""businesses-services"":123}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Consultant.jpg?wpId=181151,,"Businesses & Services, All Businesses & Spaces"
6126,3,active,"Human Resource Consulting",human-resource-consulting,"Consulting & Advisory",54,,job_listing_category,"10. Professional Services > Business Services > Consulting & Advisory > Human Resource Consulting",,https://visita.co.za/category/human-resource-consulting/,,"{""businesses-services"":54}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Human-resource-consulting.jpg?wpId=181245,,"Businesses & Services, All Businesses & Spaces"
5609,3,active,"Marketing Consultant",marketing-consultant,"Consulting & Advisory",51,,job_listing_category,"10. Professional Services > Business Services > Consulting & Advisory > Marketing Consultant",,https://visita.co.za/category/marketing-consultant/,https://visita.co.za/wp-content/uploads/2025/01/marketing-professions-and-jobs-svgrepo-com.svg?wpId=194534,"{""businesses-services"":51}",,image,,#ffffff,#4c5270,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,https://visita.co.za/wp-content/uploads/2024/07/Marketing-consultant.jpg?wpId=181285,both,"Businesses & Services, All Businesses & Spaces"
6203,3,active,"Real Estate Consultant",real-estate-consultant,"Consulting & Advisory",7,,job_listing_category,"10. Professional Services > Business Services > Consulting & Advisory > Real Estate Consultant",,https://visita.co.za/category/real-estate-consultant/,,"{""businesses-services"":7}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
6170,2,active,"Design Agency",design-agency,"Business Services",85,,job_listing_category,"10. Professional Services > Business Services > Design Agency",,https://visita.co.za/category/design-agency/,,"{""businesses-services"":85}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Design-agency.jpg?wpId=181169,,"Businesses & Services, All Businesses & Spaces"
5381,2,active,"Marketing Agency",marketing-agency,"Business Services",99,,job_listing_category,"10. Professional Services > Business Services > Marketing Agency",,https://visita.co.za/category/marketing-agency/,https://visita.co.za/wp-content/uploads/2025/01/marketing-market-social-svgrepo-com.svg?wpId=194533,"{""businesses-services"":99}",,image,,#ffffff,#4c5270,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,https://visita.co.za/wp-content/uploads/2024/07/Marketing-agency.jpg?wpId=181284,both,"Businesses & Services, All Businesses & Spaces"
13059,2,active,"Pr Agency",pr-agency,"Business Services",0,,job_listing_category,"10. Professional Services > Business Services > Pr Agency",,https://visita.co.za/category/pr-agency/,,,,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5781,2,active,"Temp Agency",temp-agency,"Business Services",40,,job_listing_category,"10. Professional Services > Business Services > Temp Agency",,https://visita.co.za/category/temp-agency/,,"{""businesses-services"":40}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Temp-agency.jpg?wpId=181421,,"Businesses & Services, All Businesses & Spaces"
17435,0,active,"11. NGOs/Social Enterprises",ngos-social-enterprises,0,0,,job_listing_category,"11. NGOs/Social Enterprises",,https://visita.co.za/category/ngos-social-enterprises/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
13220,0,active,"Adult & Continuing Education",adult-continuing-education,0,0,,job_listing_category,"Adult & Continuing Education",,https://visita.co.za/category/adult-continuing-education/,,,,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
17936,0,active,"Adult education school",adult-education-school,0,1,,job_listing_category,"Adult education school",,https://visita.co.za/category/adult-education-school/,,"{""community-spaces"":1}",,icon,,,,,,,
17933,0,active,"Adventure sports center",adventure-sports-center,0,3,,job_listing_category,"Adventure sports center",,https://visita.co.za/category/adventure-sports-center/,,"{""businesses-services"":1,""community-spaces"":2}",,icon,,,,,,,
18069,0,active,"Aerial sports center",aerial-sports-center,0,1,,job_listing_category,"Aerial sports center",,https://visita.co.za/category/aerial-sports-center/,,"{""community-spaces"":1}",,icon,,,,,,,
18174,0,active,"African restaurant",african-restaurant,0,1,,job_listing_category,"African restaurant",,https://visita.co.za/category/african-restaurant/,,"{""businesses-services"":1}",,icon,,,,,,,
18029,0,active,"Aged care",aged-care,0,2,,job_listing_category,"Aged care",,https://visita.co.za/category/aged-care/,,"{""community-spaces"":2}",,icon,,,,,,,
17890,0,active,"Agricultural production",agricultural-production,0,1,,job_listing_category,"Agricultural production",,https://visita.co.za/category/agricultural-production/,,"{""businesses-services"":1}",,icon,,,,,,,
17894,0,active,"Agricultural service",agricultural-service,0,3,,job_listing_category,"Agricultural service",,https://visita.co.za/category/agricultural-service/,,"{""businesses-services"":3}",,icon,,,,,,,
18105,0,active,"Alliance church",alliance-church,0,11,,job_listing_category,"Alliance church",,https://visita.co.za/category/alliance-church/,,"{""community-spaces"":11}",,icon,,,,,,,
17803,0,active,"Amusement park",amusement-park-2,0,1,,job_listing_category,"Amusement park",,https://visita.co.za/category/amusement-park-2/,,"{""businesses-services"":1}",,icon,,,,,,,
17804,0,active,"Amusement park ride",amusement-park-ride,0,3,,job_listing_category,"Amusement park ride",,https://visita.co.za/category/amusement-park-ride/,,"{""businesses-services"":3}",,icon,,,,,,,
17991,0,active,"Anglican church",anglican-church,0,3,,job_listing_category,"Anglican church",,https://visita.co.za/category/anglican-church/,,"{""community-spaces"":3}",,icon,,,,,,,
17266,0,active,"Antique store",antique-store,0,0,,job_listing_category,"Antique store",,https://visita.co.za/category/antique-store/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17264,0,active,"Apartment building",apartment-building,0,0,,job_listing_category,"Apartment building",,https://visita.co.za/category/apartment-building/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17840,0,active,"Apartment complex",apartment-complex,0,1,,job_listing_category,"Apartment complex",,https://visita.co.za/category/apartment-complex/,,"{""businesses-services"":1}",,icon,,,,,,,
18040,0,active,"Apostolic church",apostolic-church,0,8,,job_listing_category,"Apostolic church",,https://visita.co.za/category/apostolic-church/,,"{""community-spaces"":8}",,icon,,,,,,,
17869,0,active,Artist,artist,0,1,,job_listing_category,Artist,,https://visita.co.za/category/artist/,,"{""community-spaces"":1}",,icon,,,,,,,
18056,0,active,"Arts organization",arts-organization,0,1,,job_listing_category,"Arts organization",,https://visita.co.za/category/arts-organization/,,"{""community-spaces"":1}",,icon,,,,,,,
18091,0,active,"Assemblies of God church",assemblies-of-god-church,0,14,,job_listing_category,"Assemblies of God church",,https://visita.co.za/category/assemblies-of-god-church/,,"{""community-spaces"":14}",,icon,,,,,,,
17791,0,active,"Association / Organization",association-organization,0,1,,job_listing_category,"Association / Organization",,https://visita.co.za/category/association-organization/,,"{""community-spaces"":1}",,icon,,,,,,,
17260,0,active,ATM,atm,0,1,,job_listing_category,ATM,,https://visita.co.za/category/atm/,,"{""businesses-services"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
16219,0,active,"Attractions & Activities",attractions-activities,0,0,,job_listing_category,"Attractions & Activities",,https://visita.co.za/category/attractions-activities/,,"{""businesses-services"":26,""community-spaces"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
5282,1,active,"Wildlife Parks & Sanctuaries",wildlife-parks-sanctuaries,"Attractions & Activities",26,,job_listing_category,"Attractions & Activities > Wildlife Parks & Sanctuaries",,https://visita.co.za/category/wildlife-parks-sanctuaries/,,"{""businesses-services"":26,""community-spaces"":1}",,icon,,#ffffff,#4c5270,https://visita.co.za/wp-content/uploads/2023/05/94e9a69060f497-2.jpg?wpId=301,,both,"Businesses & Services, All Businesses & Spaces"
16243,2,active,"Reptile Parks",reptile-parks,"Wildlife Parks & Sanctuaries",1,,job_listing_category,"Attractions & Activities > Wildlife Parks & Sanctuaries > Reptile Parks",,https://visita.co.za/category/reptile-parks/,https://visita.co.za/wp-content/uploads/2025/02/crocodile-svgrepo-com.svg?wpId=204879,"{""businesses-services"":1}",,image,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
17254,0,active,"Auto parts store",auto-parts-store,0,1,,job_listing_category,"Auto parts store",,https://visita.co.za/category/auto-parts-store/,,"{""businesses-services"":1}",,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17833,0,active,"Auto repair shop",auto-repair-shop,0,1,,job_listing_category,"Auto repair shop",,https://visita.co.za/category/auto-repair-shop/,,"{""businesses-services"":1}",,icon,,,,,,,
18042,0,active,Bakery,bakery,0,1,,job_listing_category,Bakery,,https://visita.co.za/category/bakery/,,"{""businesses-services"":1}",,icon,,,,,,,
17998,0,active,Bank,bank,0,1,,job_listing_category,Bank,,https://visita.co.za/category/bank/,,"{""businesses-services"":1}",,icon,,,,,,,
5514,0,active,"Bank Branch",bank-branch,0,123,,job_listing_category,"Bank Branch",,https://visita.co.za/category/bank-branch/,,"{""businesses-services"":123}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Savings-bank.jpg?wpId=181384,,"Businesses & Services, All Businesses & Spaces"
18100,0,active,"Baptist church",baptist-church,0,3,,job_listing_category,"Baptist church",,https://visita.co.za/category/baptist-church/,,"{""community-spaces"":3}",,icon,,,,,,,
18044,0,active,Bar,bar,0,2,,job_listing_category,Bar,,https://visita.co.za/category/bar/,,"{""businesses-services"":2}",,icon,,,,,,,
18176,0,active,"Bar & grill",bar-grill,0,1,,job_listing_category,"Bar & grill",,https://visita.co.za/category/bar-grill/,,"{""businesses-services"":1}",,icon,,,,,,,
18185,0,active,"Barbecue restaurant",barbecue-restaurant,0,1,,job_listing_category,"Barbecue restaurant",,https://visita.co.za/category/barbecue-restaurant/,,"{""businesses-services"":1}",,icon,,,,,,,
17269,0,active,"Bed & breakfast",bed-breakfast,0,0,,job_listing_category,"Bed & breakfast",,https://visita.co.za/category/bed-breakfast/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17248,0,active,"Bed shop",bed-shop,0,0,,job_listing_category,"Bed shop",,https://visita.co.za/category/bed-shop/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
18033,0,active,"Beer garden",beer-garden,0,1,,job_listing_category,"Beer garden",,https://visita.co.za/category/beer-garden/,,"{""businesses-services"":1}",,icon,,,,,,,
17949,0,active,"Bird watching area",bird-watching-area,0,1,,job_listing_category,"Bird watching area",,https://visita.co.za/category/bird-watching-area/,,"{""businesses-services"":1}",,icon,,,,,,,
6458,0,active,"Building Materials Market",building-materials-market,0,13,,job_listing_category,"Building Materials Market",,https://visita.co.za/category/building-materials-market/,,"{""businesses-services"":13}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
17155,0,active,"Building materials store",building-materials-store-2,0,0,,job_listing_category,"Building materials store",,https://visita.co.za/category/building-materials-store-2/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
17997,0,active,"Building materials supplier",building-materials-supplier,0,1,,job_listing_category,"Building materials supplier",,https://visita.co.za/category/building-materials-supplier/,,"{""businesses-services"":1}",,icon,,,,,,,
17245,0,active,"Bus stop",bus-stop,0,2,,job_listing_category,"Bus stop",,https://visita.co.za/category/bus-stop/,,"{""businesses-services"":1,""community-spaces"":1}",,icon,,,,,,,"Community Spaces, All Businesses & Spaces"
18151,0,active,"Business administration service",business-administration-service-2,0,1,,job_listing_category,"Business administration service",,https://visita.co.za/category/business-administration-service-2/,,"{""businesses-services"":1}",,icon,,,,,,,
17909,0,active,"Business center",business-center,0,1,,job_listing_category,"Business center",,https://visita.co.za/category/business-center/,,"{""businesses-services"":1}",,icon,,,,,,,
17783,0,active,"Business park",business-park,0,16,,job_listing_category,"Business park",,https://visita.co.za/category/business-park/,,"{""businesses-services"":16}",,icon,,,,,,,
18201,0,active,businesses-services,businesses-services,0,1,,job_listing_category,businesses-services,,https://visita.co.za/category/businesses-services/,,"{""businesses-services"":1}",,icon,,,,,,,
18048,0,active,"Butcher shop",butcher-shop-2,0,1,,job_listing_category,"Butcher shop",,https://visita.co.za/category/butcher-shop-2/,,"{""businesses-services"":1}",,icon,,,,,,,
18184,0,active,Cafe,cafe-2,0,1,,job_listing_category,Cafe,,https://visita.co.za/category/cafe-2/,,"{""businesses-services"":1}",,icon,,,,,,,
18003,0,active,Campground,campground-2,0,3,,job_listing_category,Campground,,https://visita.co.za/category/campground-2/,,"{""community-spaces"":3}",,icon,,,,,,,
13024,0,active,"Camping & Rv Parks",camping-rv-parks,0,0,,job_listing_category,"Camping & Rv Parks",,https://visita.co.za/category/camping-rv-parks/,,"{""businesses-services"":217}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
1951,1,active,Campground,campground,"Camping & Rv Parks",173,,job_listing_category,"Camping & Rv Parks > Campground",,https://visita.co.za/category/campground/,,"{""businesses-services"":173}",,icon,,#ffffff,#4c5270,,https://visita.co.za/wp-content/uploads/2024/07/Campground.jpg?wpId=181117,,"Businesses & Services, All Businesses & Spaces"
5326,1,active,"Camping Cabin",camping-cabin,"Camping & Rv Parks",7,,job_listing_category,"Camping & Rv Parks > Camping Cabin",,https://visita.co.za/category/camping-cabin/,,"{""businesses-services"":7}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5291,1,active,"Camping Farm",camping-farm,"Camping & Rv Parks",35,,job_listing_category,"Camping & Rv Parks > Camping Farm",,https://visita.co.za/category/camping-farm/,,"{""businesses-services"":35}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
5287,1,active,"Rv Park",rv-park,"Camping & Rv Parks",25,,job_listing_category,"Camping & Rv Parks > Rv Park",,https://visita.co.za/category/rv-park/,,"{""businesses-services"":25}",,icon,,#ffffff,#4c5270,,,,"Businesses & Services, All Businesses & Spaces"
17951,0,active,"Camping farm",camping-farm-2,0,2,,job_listing_category,"Camping farm",,https://visita.co.za/category/camping-farm-2/,,"{""businesses-services"":2}",,icon,,,,,,,
17255,0,active,"Car dealer",car-dealer-2,0,0,,job_listing_category,"Car dealer",,https://visita.co.za/category/car-dealer-2/,,,,icon,,,,,,,"Businesses & Services, All Businesses & Spaces"
