record_id,Name,Slug,Description,Full hierarchy,Icon,Image,parent_id_for_import,listing_type_corrected
13659,Horse Riding School,horse-riding-school,,Specialty Animal Services > Equestrian Services > Horse Riding School,,,13642,Businesses & Services
13658,Stable,stable,,Specialty Animal Services > Equestrian Services > Stable,,,13642,Businesses & Services
5126,Tack Shop,tack-shop,,Specialty Animal Services > Equestrian Services > Tack Shop,,,13642,Businesses & Services
13643,Exotic Pets,exotic-pets,,Specialty Animal Services > Exotic Pets,,,13641,Businesses & Services
13660,Exotic Pet Shop,exotic-pet-shop,,Specialty Animal Services > Exotic Pets > Exotic Pet Shop,,,13643,Businesses & Services
13661,Reptile House,reptile-house,,Specialty Animal Services > Exotic Pets > Reptile House,,,13643,Businesses & Services
6317,Reptile Store,reptile-store,,Specialty Animal Services > Exotic Pets > Reptile Store,,,13643,Businesses & Services
13644,Pet Photography & Art,pet-photography-art,,Specialty Animal Services > Pet Photography & Art,,,13641,Businesses & Services
13663,Pet Photographer,pet-photographer,,Specialty Animal Services > Pet Photography & Art > Pet Photographer,,,13644,Businesses & Services
13662,Pet Portrait Artist,pet-portrait-artist,,Specialty Animal Services > Pet Photography & Art > Pet Portrait Artist,,,13644,Businesses & Services
13064,Specialty Services,specialty-services,,Specialty Services,,,0,Businesses & Services
16006,Specialty Trade Contractors,specialty-trade-contractors,,Specialty Trade Contractors,,,0,Businesses & Services
16028,Demolition Contractors,demolition-contractors,,Specialty Trade Contractors > Demolition Contractors,,,16006,Businesses & Services
16029,Building Demolition,building-demolition,,Specialty Trade Contractors > Demolition Contractors > Building Demolition,,,16028,Businesses & Services
16031,"Hazardous Material Removal (Asbestos, Lead)",hazardous-material-removal,,"Specialty Trade Contractors > Demolition Contractors > Hazardous Material Removal (Asbestos, Lead)",,,16028,Businesses & Services
16030,Site Clearance,site-clearance,,Specialty Trade Contractors > Demolition Contractors > Site Clearance,,,16028,Businesses & Services
16032,Earthmoving & Excavation,earthmoving-excavation,,Specialty Trade Contractors > Earthmoving & Excavation,,,16006,Businesses & Services
16034,Land Grading,land-grading,,Specialty Trade Contractors > Earthmoving & Excavation > Land Grading,,,16032,Businesses & Services
16033,Site Preparation,site-preparation,,Specialty Trade Contractors > Earthmoving & Excavation > Site Preparation,,,16032,Businesses & Services
16036,Trenching Services,trenching-services,,Specialty Trade Contractors > Earthmoving & Excavation > Trenching Services,,,16032,Businesses & Services
5546,Flooring Contractors,flooring-contractor,,Specialty Trade Contractors > Flooring Contractors,,https://visita.co.za/wp-content/uploads/2024/07/Flooring-contractor.jpg?wpId=181203,16006,Businesses & Services
16016,Concrete Flooring,concrete-flooring,,Specialty Trade Contractors > Flooring Contractors > Concrete Flooring,,,5546,Businesses & Services
16017,Resin & Epoxy Flooring,resin-epoxy-flooring,,Specialty Trade Contractors > Flooring Contractors > Resin & Epoxy Flooring,,,5546,Businesses & Services
16011,Glazing & Cladding,glazing-cladding,,Specialty Trade Contractors > Glazing & Cladding,,,16006,Businesses & Services
16012,Curtain Wall Installation,curtain-wall-installation,,Specialty Trade Contractors > Glazing & Cladding > Curtain Wall Installation,,,16011,Businesses & Services
16014,Exterior Cladding Systems,exterior-cladding-systems,,Specialty Trade Contractors > Glazing & Cladding > Exterior Cladding Systems,,,16011,Businesses & Services
16013,Glass Installation & Repair,glass-installation-repair,,Specialty Trade Contractors > Glazing & Cladding > Glass Installation & Repair,,,16011,Businesses & Services
16025,Interior Finishing,interior-finishing,,Specialty Trade Contractors > Interior Finishing,,,16006,Businesses & Services
16026,Acoustic Ceilings,acoustic-ceilings,,Specialty Trade Contractors > Interior Finishing > Acoustic Ceilings,,,16025,Businesses & Services
6147,Drywall Installation & Finishing,dry-wall-installation,,Specialty Trade Contractors > Interior Finishing > Drywall Installation & Finishing,,,16025,Businesses & Services
16027,Partition Systems,partition-systems,,Specialty Trade Contractors > Interior Finishing > Partition Systems,,,16025,Businesses & Services
16021,Masonry & Concrete Work,masonry-concrete-work,,Specialty Trade Contractors > Masonry & Concrete Work,,,16006,Businesses & Services
16022,Bricklaying,bricklaying,,Specialty Trade Contractors > Masonry & Concrete Work > Bricklaying,,,16021,Businesses & Services
16024,Concrete Placement & Finishing,concrete-placement-finishing,,Specialty Trade Contractors > Masonry & Concrete Work > Concrete Placement & Finishing,,,16021,Businesses & Services
16023,Stone Masonry,stone-masonry,,Specialty Trade Contractors > Masonry & Concrete Work > Stone Masonry,,,16021,Businesses & Services
16035,Other Specialty Contractors,other-specialty-contractors,,Specialty Trade Contractors > Other Specialty Contractors,,,16006,Businesses & Services
618,Paving Contractor,paving-contractor,,Specialty Trade Contractors > Other Specialty Contractors > Paving Contractor,,https://visita.co.za/wp-content/uploads/2024/07/Paving-contractor.jpg?wpId=181327,16035,Businesses & Services
879,Telecommunications Contractor,telecommunications-contractor,,Specialty Trade Contractors > Other Specialty Contractors > Telecommunications Contractor,,https://visita.co.za/wp-content/uploads/2024/07/Telecommunications-contractor.jpg?wpId=181418,16035,Businesses & Services
246,Painting & Coating,painting-coating,,Specialty Trade Contractors > Painting & Coating,,https://visita.co.za/wp-content/uploads/2024/07/Painter.jpg?wpId=181323,16006,Businesses & Services
16018,Industrial Painting,industrial-painting,,Specialty Trade Contractors > Painting & Coating > Industrial Painting,,,246,Businesses & Services
16019,Protective Coatings Application,protective-coatings-application,,Specialty Trade Contractors > Painting & Coating > Protective Coatings Application,,,246,Businesses & Services
16020,Sandblasting Services,sandblasting-services,,Specialty Trade Contractors > Painting & Coating > Sandblasting Services,,,246,Businesses & Services
492,Roofing Contractor,roofing-contractor,,Specialty Trade Contractors > Roofing Contractor,,https://visita.co.za/wp-content/uploads/2024/07/Roofing-contractor.jpg?wpId=181380,16006,Businesses & Services
16008,Commercial Roofing,commercial-roofing,,Specialty Trade Contractors > Roofing Contractor > Commercial Roofing,,,492,Businesses & Services
16009,Industrial Roofing,industrial-roofing,,Specialty Trade Contractors > Roofing Contractor > Industrial Roofing,,,492,Businesses & Services
16010,Roof Restoration & Maintenance,roof-restoration-maintenance,,Specialty Trade Contractors > Roofing Contractor > Roof Restoration & Maintenance,,,492,Businesses & Services
